name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified,sens_score_avg,sens_accessibility_summary,category_tags,AI Sensory Accessibility Summary,Geocode Status,Review Status,Last Verified Age
Lalande Conservation Park,lalande-conservation-park,Park,,,2145 Nantes Street,45.46,-75.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Linda Dunn Park,linda-dunn-park,Park,,,1885 Celeste Way,45.47,-75.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Frenette Park,frenette-park,Park,,,1654 Frenette Street,45.48,-75.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Yves Richer Park,yves-richer-park,Park,,,499 A Des Épinettes Avenue,45.46,-75.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Galetta Park,galetta-park,Park,,,119 Darwin Street,45.42,-76.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
River Park,river-park,Park,,,74 Creek Drive,45.48,-76.21,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sheperds Grove Park,sheperds-grove-park,Park,,,3825 Stonecrest Road,45.44,-76.12,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ashton Park and Cavanagh Community Centre,ashton-park-and-cavanagh-community-centre,Park,,,8930 Flewellyn Road,45.16,-76.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Saddlebrook Park,saddlebrook-park,Park,,,160 John Aselford Driveway,45.38,-76.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jensen Court Park,jensen-court-park,Park,,,224 Jensen Court,45.35,-76.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Langstaff Drive Soccer Fields,langstaff-drive-soccer-fields,Park,,,192 Langstaff Drive,45.35,-76.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Diefenbunker Baseball Diamond,diefenbunker-baseball-diamond,Park,,,3911 Carp Road,45.35,-76.05,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West Carleton War Memorial,west-carleton-war-memorial,Park,,,462 Donald B. Munro Drive,45.35,-76.04,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Torbolton Hall / Torbolton Garage,torbolton-hall-torbolton-garage,Park,,,1438 Kinburn Side Road,45.45,-76.10,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dunrobin Community Centre,dunrobin-community-centre,Park,,,1151 Thomas A. Dolan Parkway,45.42,-76.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Archie Park,archie-park,Park,,,179 Archie Street,45.49,-76.09,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Constance Buckham's Bay Community Centre Park,constance-buckham-s-bay-community-centre-park,Park,,,262 Len Purcell Drive,45.50,-76.09,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stroughton Park,stroughton-park,Park,,,6 Chelmsford Crescent,45.17,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Trevor Vance Park,trevor-vance-park,Park,,,129 Goodman Drive,45.38,-75.99,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Weatherly Park,weatherly-park,Park,,,2 Maley Lane,45.36,-75.97,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dunollie Park,dunollie-park,Park,,,2057 Dunollie Crescent,45.36,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Louis Turner Park,louis-turner-park,Park,,,1190 Old Second Line Road,45.35,-75.95,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Klondike Road Park,klondike-road-park,Park,,,1365 Halton Terrace,45.35,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Porcupine Park,porcupine-park,Park,,,142 Porcupine Trail,45.42,-76.02,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dunrobin Shores Park,dunrobin-shores-park,Park,,,2940 Barlow Crescent,45.46,-75.97,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Goulbourn Recreation Complex,goulbourn-recreation-complex,Park,,,1500 Shea Road,45.26,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Village Square Park,village-square-park,Park,,,6000 Abbott Street East,45.26,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Traditions Woodlot,traditions-woodlot,Park,,,525 Cresswell Court,45.24,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sweetnam Park,sweetnam-park-ottawa,Park,,Ottawa,30 Sweetnam Drive,45.27,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Forest Creek Park,forest-creek-park-ottawa,Park,,Ottawa,21 Amy Street,45.27,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Amberwood Pathway,amberwood-pathway,Park,,,72 Trailway Circle,45.27,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pine Bluff Park,pine-bluff-park,Park,,,46 P Hesse Crescent,45.26,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Poole Creek Pathway (East),poole-creek-pathway-east,Park,,,1395 Stittsville Main Street,45.26,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Poole Creek Park,poole-creek-park,Park,,,10 Jonathan Pack Street,45.26,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stitt Street Park,stitt-street-park,Park,,,19 Stitt Street,45.26,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Poole Creek Pathway (West),poole-creek-pathway-west-ottawa,Park,,Ottawa,48 Beverly Street,45.26,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Green's Creek Sliding Hill,green-s-creek-sliding-hill,Park,,,1046 St. Joseph Boulevard,45.45,-75.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Michael Budd Park,michael-budd-park,Park,,,2359 Orient Park Drive,45.43,-75.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Richard Dagg Park,richard-dagg-park,Park,,,5 Red Maple Crescent,45.44,-75.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ruisseau Park,ruisseau-park,Park,,,6116 Creek Crossing Street,45.44,-75.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tempest Park,tempest-park,Park,,,201 Tempest Drive,45.29,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Amberway Park,amberway-park,Park,,,11 Denham Way,45.28,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ludger Landry Park,ludger-landry-park,Park,,,4825 Piperville Road,45.35,-75.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ouellette Park,ouellette-park,Park,,,530 Strasbourg Street,45.45,-75.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Aquaview Park,aquaview-park,Park,,,318 Aquaview Drive,45.45,-75.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stewart Martin Park,stewart-martin-park,Park,,,2552 Market Street,45.52,-75.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bluegrass Park,bluegrass-park,Park,,,59 Bluegrass Drive,45.29,-75.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cumberland Village Heritage Museum,cumberland-village-heritage-museum,Park,,,2940 Old Montreal Road,45.51,-75.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bearbrook Community Hall,bearbrook-community-hall,Community Centre,,,,45.38,-75.34,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Leslie Armstrong Park,leslie-armstrong-park,Park,,,8720 Russell Road,45.38,-75.34,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fairmile West Park,fairmile-west-park,Park,,,2511 Fairmile Road,45.07,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fairmile View Park,fairmile-view-park,Park,,,2429 Fairmile Road,45.07,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fairmile River Access,fairmile-river-access,Park,,,2490 Fairmile Road,45.06,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Reeve Craig Park,reeve-craig-park,Park,,,7747 Greenline Road,45.07,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rideau Country Estates South Park,rideau-country-estates-south-park,Park,,,7630 Settler's Way,45.03,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rideau Country Estates North East Park,rideau-country-estates-north-east-park,Park,,,7521 Settler's Way,45.03,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rideau Country Estates Centre Park,rideau-country-estates-centre-park,Park,,,7686 Settler's Way,45.03,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Blanchfield School,blanchfield-school,Park,,,3193 Blanchfield Road,45.16,-75.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vernon Park,vernon-park,Park,,,7814 Lawrence Street,45.16,-75.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Edwards Park,edwards-park,Park,,,1081 York's Corners Road,45.32,-75.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Morrena Park,morrena-park,Park,,,190 Morrena Road,45.30,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Graham Ball Softball Diamond,graham-ball-softball-diamond,Park,,,89 Castlefrank Road,45.29,-75.88,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hope Cloutier Park,hope-cloutier-park,Park,,,159 Old Colony Road,45.29,-75.88,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ravine Park (Kanata),ravine-park-kanata,Park,,,162 Old Colony Road,45.29,-75.87,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harry Craig Centre,harry-craig-centre,Park,,,6047 Prince Of Wales Drive,45.17,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Grovewoods Park,grovewoods-park,Park,,,13 Grovewood Lane,45.20,-75.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Larsen Park,larsen-park,Park,,,41 Chimo Drive,45.31,-75.88,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shearer Park,shearer-park,Park,,,89 Kakulu Road,45.31,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Arbuckle Park,arbuckle-park,Park,,,134 Christopher Hamilton Street,45.19,-75.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bob Slack Park,bob-slack-park,Park,,,91 Fowler Street South,45.18,-75.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jock River Park,jock-river-park,Park,,,70 Lennox Street South,45.19,-75.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chanonhouse Park,chanonhouse-park,Park,,,28 Chanonhouse Drive,45.19,-75.82,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Watt's Creek Park,watt-s-creek-park,Park,,,74 Katimavik Road,45.32,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Byrd Park,byrd-park,Park,,,128 Chimo Drive,45.31,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Escarpment Park (Chimo),escarpment-park-chimo,Park,,,111 Chimo Drive,45.31,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beaufort Park,beaufort-park,Park,,,56 Beaufort Drive,45.31,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Katimavik Woods,katimavik-woods,Park,,,7 Katimavik Road,45.31,-75.88,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harthill Way Linear Park,harthill-way-linear-park,Park,,,,45.27,-75.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Barrhaven Mews Park,barrhaven-mews-park,Park,,,1010 Andora Avenue,45.27,-75.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
McKenna Park,mckenna-park,Park,,,3131 Jockvale Road,45.27,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
W.C. Levesque Fields,w-c-levesque-fields,Park,,,52 Riverstone Drive,45.26,-75.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Golflinks Park,golflinks-park,Park,,,50 Golflinks Drive,45.26,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lamprey Park,lamprey-park-ottawa,Park,,Ottawa,165 Lamprey Street,45.24,-75.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Goddard Street Park,goddard-street-park,Park,,,1304 Potter Drive,45.22,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gordon Scharf Park,gordon-scharf-park,Park,,,5535 Pettapiece Crescent,45.22,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jock River Landing,jock-river-landing,Park,,,10 Lodge Road,45.26,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beryl Gaffney Park,beryl-gaffney-park,Park,,,,45.25,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Maplehill Park,maplehill-park,Park,,,35 Maplehill Way,45.25,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Millers Point Park,millers-point-park,Park,,,474 Lockmaster Crescent,45.23,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Whitewood Avenue Park,whitewood-avenue-park,Park,,,5490 Whitewood Avenue,45.23,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mill Street Parkette,mill-street-parkette,Park,,,1140 Mill Street,45.23,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Anne Robinson Park,anne-robinson-park,Park,,,5331 Long Island Road,45.24,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
George McLean Park,george-mclean-park,Park,,,5348 McLean Crescent,45.23,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hilltop Park,hilltop-park,Park,,,5425 Hilltop Drive,45.23,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tighe Street River Access,tighe-street-river-access,Park,,,1118 Tighe Street,45.23,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chris Bracken Park,chris-bracken-park,Park,,,5545 South River Drive,45.23,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Van Vliet Park,van-vliet-park,Park,,,1064 Hill Street,45.23,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
White Horse Park,white-horse-park-ottawa,Park,,Ottawa,5484 Old Mill Way,45.23,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lismer Pines Park,lismer-pines-park,Park,,,18 Kimmins Court,45.33,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Weslock Park,weslock-park,Park,,,73 Weslock Way,45.33,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Varley Park,varley-park,Park,,,56 Varley Drive,45.33,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tom Thomson Park,tom-thomson-park,Park,,,1021 Teron Road,45.33,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beaverbrook Pool Park,beaverbrook-pool-park,Park,,,,45.33,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lytle Park (Kanata),lytle-park-kanata,Park,,,1010 Beaverbrook Road,45.33,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Penfield Parkette,penfield-parkette,Park,,,111 A Penfield Drive,45.33,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Monk Meadow Park,monk-meadow-park,Park,,,140 Penfield Drive,45.33,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Armstrong Park (Kanata),armstrong-park-kanata,Park,,,19 A Penfield Drive,45.33,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beaverbrook Park,beaverbrook-park,Park,,,2500 Campeau Drive,45.32,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ernest Smith Park,ernest-smith-park,Park,,,43 Bishops Mills Way,45.32,-75.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beechcliffe Park,beechcliffe-park,Park,,,2 Beechcliffe Street,45.33,-75.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Country Place Finger Park,country-place-finger-park,Park,,,36 A Amberwood Crescent,45.32,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cedardale Park,cedardale-park,Park,,,29 Mary Drive,45.32,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Spratt Park,spratt-park-ottawa,Park,,Ottawa,4191 Spratt Road,45.28,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
River's Bend Park,river-s-bend-park-ottawa,Park,,Ottawa,245 Riversedge Crescent,45.28,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Honey Gables Park,honey-gables-park-ottawa,Park,,Ottawa,14 Ryeburn Drive,45.28,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Boyce Park,boyce-park,Park,,,9 Boycrest Street,45.31,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Murphy Park,murphy-park-ottawa,Park,,Ottawa,1408 Lowen Drive,45.29,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Blair Park,blair-park-ottawa,Park,,Ottawa,56 Winding Way,45.29,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Baroness Park,baroness-park,Park,,,2 Crestway Drive,45.29,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gus Este Park,gus-este-park,Park,,,26 Brookstone Street,45.28,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gospel Oak Park,gospel-oak-park-ottawa,Park,,Ottawa,55 Gospel Oak Drive,45.28,-75.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Memorial Park at Fallowfield Station,memorial-park-at-fallowfield-station,Park,,,3355 Fallowfield Road,45.30,-75.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ken Ross Park,ken-ross-park-ottawa,Park,,Ottawa,600 Longfields Drive,45.28,-75.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
George Nelms Sports Park,george-nelms-sports-park,Park,,,5650 Mitch Owens Road,45.24,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harold Barnhart Park,harold-barnhart-park,Park,,,5650 Scobie Crescent,45.23,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Greely West Park,greely-west-park,Park,,,6485 Greely West Drive,45.25,-75.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fern Park,fern-park,Park,,,6462 Deer Valley Crescent,45.24,-75.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Josie Anselmo Memorial Park,josie-anselmo-memorial-park,Park,,,6499 Princiotta Street,45.24,-75.59,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
McCann Park,mccann-park,Park,,,80 Norman Street,45.40,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chaudière Park,chaudi-re-park,Park,,,68 Elm Street,45.41,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fifth Avenue Parkette,fifth-avenue-parkette,Park,,,183 Fifth Avenue,45.40,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Exploration Garden,exploration-garden,Park,,,661 Bank Street,45.41,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lisgar Parkette,lisgar-parkette,Park,,,342 Nepean Street,45.41,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Golden Triangle Park,golden-triangle-park,Park,,,33 MacLaren Street,45.42,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ottawa Rowing Club,ottawa-rowing-club,Park,,,8 Lady Grey Drive,45.44,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bingham Park,bingham-park,Park,,,145 Cathcart Street,45.43,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Linear Park,linear-park,Park,,,153 King Edward Avenue,45.43,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
MacDonald Gardens Park,macdonald-gardens-park,Park,,,99 Cobourg Street,45.43,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Somerton Park,somerton-park,Park,,,,45.35,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shirley's Brook Park,shirley-s-brook-park,Park,,,5 Shirley's Brook Drive,45.35,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Armstrong Park,armstrong-park-markham,Park,,Markham,25 Major Button's Drive,43.87,-79.24,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Raymerville South Parkette,raymerville-south-parkette,Park,,,,43.88,-79.28,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
South Village Park,south-village-park,Park,,,6803 South Village Drive,45.26,-75.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pebble Trail Woods Park,pebble-trail-woods-park,Park,,,6850 Pebble Trail Way,45.26,-75.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shadow Ridge Park,shadow-ridge-park,Park,,,7064 Donwel Drive,45.25,-75.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Herb Johnston Park,herb-johnston-park,Park,,,7035 Cosgrove Avenue,45.26,-75.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Escarpment Park (Knudson),escarpment-park-knudson,Park,,,98 Knudson Drive,45.32,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
John Gooch Park,john-gooch-park,Park,,,161 Goldridge Drive,45.31,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tanmount Park,tanmount-park,Park,,,283 Goldridge Drive,45.32,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Star Park,star-park,Park,,,11 A Highmont Court,45.31,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fentiman Park,fentiman-park,Park,,,7600 Campeau Drive,45.31,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Old March Town Hall Park,old-march-town-hall-park,Park,,,821 March Road,45.36,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Weatherston Street Park,weatherston-street-park,Park,,,557 Weatherston Street,45.36,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Strandherd Ultimate Fields,strandherd-ultimate-fields,Park,,,4061 Strandherd Drive,45.26,-75.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Terry Carisse Park,terry-carisse-park,Park,,,3035 Steeple Hill Crescent,45.25,-75.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ferguson Pratt Park,ferguson-pratt-park,Park,,,2284 James Craig Street,45.14,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Russvern Park,russvern-park,Park,,,2334 Russvern Drive,45.14,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Edward Kidd Parkette,edward-kidd-parkette,Park,,,2306 Edward Kidd Crescent,45.14,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Edward Craig Park,edward-craig-park,Park,,,6480 Doctor Blair Crescent,45.14,-75.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Craighurst Drive Park,craighurst-drive-park,Park,,,6567 Craighurst Drive,45.13,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Peggy's Park,peggy-s-park,Park,,,6602 Fourth Line Road,45.13,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Horace Seabrook Park,horace-seabrook-park,Park,,,2346 Perkins Drive,45.13,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lenida Drive Park,lenida-drive-park,Park,,,2405 Lenida Drive,45.12,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Farmstead Ridge Park,farmstead-ridge-park,Park,,,2448 Church Street,45.12,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Parkland,parkland,Park,,,6977 Viola Street,45.09,-75.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tom Schonberg Park,tom-schonberg-park-ottawa,Park,,Ottawa,1 Cedarhill Drive,45.29,-75.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cedarhill Estates Park,cedarhill-estates-park,Park,,,23 Cedarhill Drive,45.29,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bell Arena Park,bell-arena-park,Park,,,50 Cassidy Road,45.32,-75.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
